nuvirdi;teg_eign;matssvaedi;ibm2
 36959;Íbúðareign;100;1355
 25924;Íbúðareign; 25; 901
 55706;Einbýlishús;283;2318
 17504;Íbúðareign;130; 921
 25844;Íbúðareign; 20; 747
 11479;Íbúðareign;161; 589
 33932;Íbúðareign;100;1266
 32443;Íbúðareign; 70; 951
 14280;Íbúðareign;130; 646
 23656;Íbúðareign;130;1036
 64181;Einbýlishús;120;1989
 18733;Íbúðareign;100; 665
 28920;Íbúðareign;284; 761
 22680;Íbúðareign;130;1262
 23975;Íbúðareign;270; 917
 23254;Íbúðareign;160; 104
 17640;Íbúðareign; 20; 736
 21640;Íbúðareign; 72;  99
 24344;Íbúðareign; 91; 989
 20319;Íbúðareign;130; 883
 17795;Íbúðareign;281; 742
 24179;Íbúðareign; 90;  98
 16500;Íbúðareign;120; 668
 25412;Íbúðareign; 70;1116
 15907;Íbúðareign; 20; 664
 18138;Íbúðareign; 80; 841
 19130;Íbúðareign;150;1007
 21078;Íbúðareign;100; 753
 27936;Íbúðareign;210;1151
 25241;Íbúðareign;140;1017
 15461;Íbúðareign;130;  57
 16273;Íbúðareign; 90; 461
 38958;Íbúðareign;100;1555
 27720;Íbúðareign; 72;1097
 28020;Íbúðareign; 70; 913
 21400;Íbúðareign;140; 938
 39154;Íbúðareign; 70;1157
 22000;Íbúðareign; 72; 992
 14459;Íbúðareign;161; 722
 57071;Einbýlishús; 25;2238
 18116;Íbúðareign;280; 696
 31658;Íbúðareign; 20; 885
 16921;Íbúðareign;160; 847
 17210;Íbúðareign;170; 911
 23303;Íbúðareign;130; 793
 25525;Íbúðareign;180;1017
 15997;Íbúðareign;120; 705
 21377;Íbúðareign; 91;1009
 28496;Íbúðareign; 20;1029
 12500;Íbúðareign;200; 632
 16340;Íbúðareign; 20; 668
 22389;Íbúðareign; 80; 791
 16971;Íbúðareign;120; 818
 16562;Íbúðareign;150; 764
 28147;Íbúðareign;270; 118
 29584;Íbúðareign; 11; 103
 34802;Íbúðareign;100;1352
 27498;Íbúðareign;281; 853
 16866;Íbúðareign; 20; 643
 25377;Íbúðareign; 20; 784
 27815;Íbúðareign;100;1075
 29444;Íbúðareign; 90;1402
 30774;Íbúðareign; 72;1001
 20850;Íbúðareign; 20;  61
 21418;Íbúðareign; 72; 693
 18180;Íbúðareign;100;  52
 18500;Íbúðareign;150; 835
 32857;Íbúðareign; 70;1141
 17651;Íbúðareign;100; 575
 31946;Íbúðareign; 80;1221
 18945;Íbúðareign;220;1065
 20663;Íbúðareign;100; 662
 19351;Íbúðareign;280; 636
 26636;Íbúðareign;180;1014
 27789;Íbúðareign; 72;1045
 25750;Íbúðareign;100; 937
 17756;Íbúðareign;150; 656
 10370;Íbúðareign;161; 577
 25973;Íbúðareign;180;1189
 19560;Íbúðareign; 80; 894
 19213;Íbúðareign;100; 716
 24772;Íbúðareign; 90; 999
 12280;Íbúðareign;100; 388
 16674;Íbúðareign;150; 742
 28140;Íbúðareign;130;1192
 23110;Íbúðareign; 25; 898
 18500;Íbúðareign; 20; 808
 23000;Íbúðareign; 72; 704
 21589;Íbúðareign;130;1019
 25076;Íbúðareign; 20; 828
 38279;Íbúðareign;120;1976
 30479;Íbúðareign; 90;1351
 20972;Íbúðareign; 80;  86
 20900;Íbúðareign; 20; 466
 14991;Íbúðareign; 72; 525
 32163;Íbúðareign;100;1077
 27072;Íbúðareign;210;1065
 45516;Einbýlishús;120;1456
 37117;Íbúðareign;110;1211
 24919;Íbúðareign; 72; 917
 15769;Íbúðareign; 20; 534
 14523;Íbúðareign; 70; 382
 49187;Einbýlishús;281;2151
 27360;Íbúðareign;130;1107
 34086;Íbúðareign; 85;1145
 22804;Íbúðareign;160; 887
 28979;Íbúðareign;100; 905
 14200;Íbúðareign;161; 869
 20861;Íbúðareign; 20; 681
 33526;Íbúðareign;120;1089
 17096;Íbúðareign;200; 955
 34726;Íbúðareign; 70; 976
 16344;Íbúðareign; 72; 565
 19650;Íbúðareign;160; 847
 20993;Íbúðareign; 91; 658
 25214;Íbúðareign;140;1017
 18000;Íbúðareign; 20; 537
 29449;Íbúðareign;150; 894
 24212;Íbúðareign; 20; 102
 31080;Íbúðareign; 80;1376
 66080;Einbýlishús; 25;2295
 18823;Íbúðareign;100; 837
 85130;Einbýlishús; 25;2538
 17954;Íbúðareign;170; 904
 14902;Íbúðareign; 90; 444
 13757;Íbúðareign;180; 458
 42899;Íbúðareign; 70;1312
 26487;Íbúðareign; 72; 100
 14998;Íbúðareign; 90; 482
 10999;Íbúðareign;161; 507
 16796;Íbúðareign;180; 689
 12600;Íbúðareign; 25; 469
 17094;Íbúðareign;170; 885
 36220;Íbúðareign;281;1088
 35838;Íbúðareign;281;1479
 13932;Íbúðareign; 90; 635
 41797;Íbúðareign; 80;1564
 24780;Íbúðareign; 25; 983
 22214;Íbúðareign; 90; 699
 18383;Íbúðareign;170; 955
 23605;Íbúðareign;150;1066
 23371;Íbúðareign;270; 854
 36868;Íbúðareign; 90;1575
 18664;Íbúðareign;150;1129
 33229;Íbúðareign; 11; 903
 21102;Íbúðareign;220; 828
 29986;Íbúðareign; 80;1169
 35949;Íbúðareign;280; 120
 23768;Íbúðareign; 20; 685
 15432;Íbúðareign;200; 535
 28166;Íbúðareign; 80;1127
 18994;Íbúðareign;283; 821
 21840;Íbúðareign;100; 946
 22731;Íbúðareign;100; 988
 11991;Íbúðareign; 90;  51
 11917;Íbúðareign; 90;  50
 12160;Íbúðareign; 90;  51
 12160;Íbúðareign; 90;  50
 12160;Íbúðareign; 90;  51
 15761;Íbúðareign; 80; 539
 19466;Íbúðareign; 31; 534
 12252;Íbúðareign; 90;  51
 18355;Íbúðareign;100; 847
 21955;Íbúðareign; 72; 826
 39000;Íbúðareign; 20;1248
 24728;Íbúðareign; 25; 787
 19390;Íbúðareign;110; 827
 16500;Íbúðareign;161; 931
 20210;Íbúðareign;160;1025
 30011;Íbúðareign;100;1186
 33262;Íbúðareign; 90; 975
 37800;Íbúðareign; 90;1199
 25500;Íbúðareign;200; 875
 21786;Íbúðareign;130; 944
 21010;Íbúðareign;160; 937
 25972;Íbúðareign; 85; 654
 14200;Íbúðareign; 70; 555
 29437;Íbúðareign; 72;1131
 47852;Einbýlishús;180;1623
 19682;Íbúðareign; 70; 788
 17205;Íbúðareign;170; 948
 18786;Íbúðareign; 90; 773
 11860;Íbúðareign; 20; 293
 27522;Íbúðareign;283;1062
 15938;Íbúðareign;100; 627
 63837;Einbýlishús; 20;2891
 26560;Íbúðareign; 72; 819
 22222;Íbúðareign; 20; 886
 23321;Íbúðareign;150;1055
 82713;Einbýlishús; 80;2458
 13364;Íbúðareign;280; 463
121362;Einbýlishús;100;3077
 23511;Íbúðareign;281; 747
 14144;Íbúðareign;100; 476
 25877;Íbúðareign;283;1094
 18493;Íbúðareign; 91; 695
 24993;Íbúðareign;150;1074
 23520;Íbúðareign;180;1014
 14995;Íbúðareign;100; 603
 25261;Íbúðareign; 72;1083
 20400;Íbúðareign;130; 876
 47010;Einbýlishús;160; 241
 28966;Íbúðareign;120;1506
 19853;Íbúðareign;100; 898
 19352;Íbúðareign;100; 594
 17678;Íbúðareign;130; 753
 22979;Íbúðareign;180; 776
 20384;Íbúðareign;130; 907
 39410;Einbýlishús;283;1488
 27433;Íbúðareign; 20; 924
 18287;Íbúðareign; 20; 741
 36596;Íbúðareign; 70; 977
 25316;Íbúðareign; 72; 869
 19488;Íbúðareign; 90; 781
 24920;Íbúðareign;180;1124
 17838;Íbúðareign;150;1006
 27076;Íbúðareign; 25; 971
 13605;Íbúðareign;100;  57
 14083;Íbúðareign;160; 636
 19378;Íbúðareign; 20; 479
 16241;Íbúðareign; 90; 461
 25391;Íbúðareign;270; 982
 60322;Íbúðareign; 90;1738
 18464;Íbúðareign; 11; 569
 27103;Íbúðareign;181;1059
 14209;Íbúðareign; 80; 722
 11581;Íbúðareign;161; 481
 14577;Íbúðareign;170; 652
 27483;Íbúðareign; 11; 979
 15413;Íbúðareign;160; 552
 22466;Íbúðareign; 11; 783
 16563;Íbúðareign;100;  57
 37494;Íbúðareign;100;1213
 11449;Íbúðareign;161;  52
 67122;Einbýlishús;130;1923
 24455;Íbúðareign; 72;  81
 12949;Íbúðareign; 90; 478
 16474;Íbúðareign;120; 613
 34500;Íbúðareign;280;1023
 27909;Íbúðareign;150; 894
 33245;Íbúðareign; 25;1061
 38034;Íbúðareign; 20;1193
 28379;Íbúðareign; 70;1084
 21503;Íbúðareign;280; 696
 35872;Íbúðareign;210;1593
 23971;Íbúðareign;200;1124
 24886;Íbúðareign;220;1187
 19368;Íbúðareign; 20; 796
 17181;Íbúðareign; 20; 466
 35757;Íbúðareign;100;1081
 21566;Íbúðareign;284; 818
 24892;Íbúðareign;283; 958
 26183;Íbúðareign;220;1088
 15500;Íbúðareign;150;  82
 17000;Íbúðareign; 91; 593
 35000;Íbúðareign; 85;1145
 16499;Íbúðareign;170; 879
 16719;Íbúðareign;100; 835
 22773;Íbúðareign; 70; 872
 22959;Íbúðareign; 20;  91
 26293;Íbúðareign; 90;1268
 27858;Íbúðareign;180;1241
 28530;Íbúðareign;130; 110
 18553;Íbúðareign;284; 624
 30217;Íbúðareign;270;1176
 17000;Íbúðareign; 80; 706
 20436;Íbúðareign;280;  72
 35921;Íbúðareign;100;1355
 24421;Íbúðareign; 80; 857
 22979;Íbúðareign; 20; 605
 18070;Íbúðareign;130; 788
 19693;Íbúðareign;284; 813
 40274;Íbúðareign;100;1693
 16516;Íbúðareign;270; 601
 15710;Íbúðareign;220; 657
 23959;Íbúðareign;281; 806
 33459;Íbúðareign;100;1017
 19238;Íbúðareign;100; 751
 14663;Íbúðareign;160; 746
 14000;Íbúðareign; 80; 548
 25557;Íbúðareign;270; 929
 15039;Íbúðareign; 90; 509
 17976;Íbúðareign; 72; 664
 21989;Íbúðareign;160; 853
 16445;Íbúðareign;150; 737
 21456;Íbúðareign; 80;  77
  9454;Íbúðareign;280;  28
 82927;Einbýlishús; 80;2025
  9498;Íbúðareign;100; 695
 22226;Íbúðareign; 72; 805
 40476;Íbúðareign; 80; 984
 32500;Íbúðareign; 80; 984
 28670;Íbúðareign; 25; 756
 38461;Íbúðareign; 90; 113
 24909;Íbúðareign; 72; 947
 34993;Íbúðareign;280;1257
 14437;Íbúðareign;200; 642
 15768;Íbúðareign; 90; 694
 41161;Einbýlishús; 11;1751
 28803;Íbúðareign;180;1136
 25550;Íbúðareign; 20; 609
 45927;Einbýlishús;120;1425
 31368;Íbúðareign; 72;1272
 25393;Íbúðareign;270; 856
 11298;Íbúðareign;284; 468
 16189;Íbúðareign;281; 567
 24465;Íbúðareign; 20; 745
 46712;Íbúðareign;100;1373
 50958;Einbýlishús;150;1848
 10745;Íbúðareign;161; 507
 27176;Íbúðareign; 80;1027
 20525;Íbúðareign;150;1153
 25402;Íbúðareign;100;1065
 29263;Íbúðareign; 72; 801
 19645;Íbúðareign;284; 758
 21929;Íbúðareign;210; 113
 14600;Íbúðareign;220; 548
 19311;Íbúðareign;130; 767
 18450;Íbúðareign; 11; 658
  9996;Íbúðareign; 25; 303
 18522;Íbúðareign; 72; 759
 18478;Íbúðareign;130; 805
 38645;Íbúðareign; 20;1055
 30076;Einbýlishús;281; 112
 50476;Einbýlishús;220;2492
 26902;Íbúðareign; 25; 923
 17361;Íbúðareign;220; 658
 26926;Íbúðareign;100;1037
 10000;Íbúðareign;160; 382
 11617;Íbúðareign;160; 382
 18861;Íbúðareign; 70; 645
 15886;Íbúðareign; 20; 453
 77508;Einbýlishús;100;2244
 15282;Íbúðareign;160; 636
 31819;Íbúðareign; 20;1008
 18013;Íbúðareign; 11; 604
 17500;Íbúðareign; 90; 706
 31000;Íbúðareign; 70; 809
 26168;Íbúðareign; 80; 857
 15414;Íbúðareign;170; 681
 39900;Einbýlishús;281;1328
 14600;Íbúðareign;100; 603
 67446;Íbúðareign;100;1743
 32041;Íbúðareign;100;1017
 20366;Íbúðareign; 72; 795
 39648;Íbúðareign; 90;1406
 14368;Íbúðareign;150; 606
 21681;Íbúðareign;280; 696
 14993;Íbúðareign;150; 734
 21927;Íbúðareign;150;1011
 17616;Íbúðareign;180; 689
 49625;Einbýlishús;150; 185
 38931;Einbýlishús;150;2073
 29500;Íbúðareign;210; 126
 23793;Íbúðareign;130;  88
 46825;Einbýlishús;150;1495
 27156;Íbúðareign; 72; 775
 53696;Einbýlishús;220;2197
 29400;Íbúðareign;130;1192
 26940;Íbúðareign;180;1108
 15000;Íbúðareign;170; 769
 11384;Íbúðareign;161; 577
 19691;Íbúðareign;283; 595
 18864;Íbúðareign;130; 885
 20218;Íbúðareign; 80; 881
 21370;Íbúðareign;100;1002
 17747;Íbúðareign;130; 885
 15701;Íbúðareign;120; 646
 17165;Íbúðareign;150;1069
 23381;Íbúðareign; 20; 779
 57580;Íbúðareign; 70;1811
 19111;Íbúðareign;150; 827
 12500;Íbúðareign;160; 575
 12993;Íbúðareign;160; 636
 18155;Íbúðareign; 80; 601
 23815;Íbúðareign;280;  93
 22692;Íbúðareign; 72; 969
 39844;Íbúðareign; 90;1242
 60263;Einbýlishús;220;2329
 29279;Íbúðareign; 11; 938
 19765;Íbúðareign;220; 948
 15302;Íbúðareign; 80;  45
 35014;Íbúðareign; 90;1155
 17382;Íbúðareign;150;  95
 15737;Íbúðareign;130; 623
 11211;Íbúðareign;170; 681
 11195;Íbúðareign;200; 491
 42212;Einbýlishús;100;2001
 31793;Íbúðareign;283; 795
 15695;Íbúðareign;100;  47
 19178;Íbúðareign;100; 835
 11568;Íbúðareign;160; 577
 16326;Íbúðareign; 25; 441
 24448;Íbúðareign; 70;1006
 24642;Íbúðareign; 20; 699
 20382;Íbúðareign; 20; 736
 57483;Íbúðareign; 20;1244
 13218;Íbúðareign;220; 548
 47648;Einbýlishús;120;1581
 30780;Íbúðareign;180;1191
 18946;Íbúðareign;160; 988
 34296;Einbýlishús;281; 984
 17041;Íbúðareign; 25;  67
 19200;Íbúðareign;200;1081
 25772;Íbúðareign;100; 797
 23483;Íbúðareign;100;  73
 20436;Íbúðareign;130; 901
 20490;Íbúðareign;170; 888
 21903;Íbúðareign;200; 689
 37420;Íbúðareign;100;1229
 26986;Íbúðareign; 80;1058
  9191;Íbúðareign; 70; 272
 23104;Íbúðareign;130; 922
 21957;Íbúðareign;110; 921
 21932;Íbúðareign; 20; 697
 20390;Íbúðareign; 11; 661
 20798;Íbúðareign; 91; 869
 20548;Íbúðareign;130; 939
 21741;Íbúðareign;220; 896
 27415;Íbúðareign; 25; 941
 24937;Íbúðareign; 90;  87
 23123;Íbúðareign; 90; 955
 19774;Íbúðareign;100; 889
 34566;Íbúðareign;130;1316
 47828;Einbýlishús;120;2086
 24209;Íbúðareign;160; 861
 16479;Íbúðareign;100; 594
 19243;Íbúðareign;161;1071
 16800;Íbúðareign; 11; 691
 20202;Íbúðareign;150; 783
 27989;Íbúðareign;100;1008
 14996;Íbúðareign;220; 526
 22767;Íbúðareign; 72; 796
 22475;Íbúðareign;280; 627
 25584;Íbúðareign; 72;  81
 19901;Íbúðareign;270; 926
 13461;Íbúðareign;220; 548
 24945;Íbúðareign; 25; 757
 74379;Einbýlishús; 72;1977
 17993;Íbúðareign; 90; 711
 18595;Íbúðareign; 70; 672
 28854;Íbúðareign;270;1121
 25479;Íbúðareign; 90;1101
 20624;Íbúðareign; 91; 773
 26127;Íbúðareign; 70; 833
 13340;Íbúðareign;160; 751
 41365;Íbúðareign;100;1286
 17559;Íbúðareign;100; 764
 58765;Einbýlishús;130;1846
 18588;Íbúðareign;150; 735
 18717;Íbúðareign;200; 965
 23479;Íbúðareign; 90; 866
 24330;Íbúðareign; 91;1004
 26482;Íbúðareign;210;1065
 16922;Íbúðareign; 20;  53
111241;Einbýlishús; 80;3247
 20173;Íbúðareign;161;1071
 27981;Einbýlishús; 72; 867
 19886;Íbúðareign;283; 821
 31991;Íbúðareign; 90;1181
 55564;Íbúðareign; 25;1569
 82486;Íbúðareign; 72;2027
 14186;Íbúðareign;100; 472
 22892;Íbúðareign;281; 653
 22900;Íbúðareign; 11; 926
 38049;Íbúðareign;270;1275
 22925;Íbúðareign;100; 813
 24758;Íbúðareign; 72;  76
 24559;Íbúðareign; 72;1083
 37175;Íbúðareign; 70;1093
 27440;Íbúðareign; 80;1015
 18598;Íbúðareign; 20; 481
 27788;Íbúðareign; 85; 819
 18984;Íbúðareign;170; 872
 19860;Íbúðareign;130; 745
 25762;Íbúðareign;150;1071
 16584;Íbúðareign; 25; 495
 17166;Íbúðareign;110; 632
 13500;Íbúðareign; 20; 581
 27994;Íbúðareign;130; 976
 22513;Íbúðareign; 25; 562
 14196;Íbúðareign;220; 548
 23662;Íbúðareign; 90;1101
 21905;Íbúðareign; 11; 642
 21790;Íbúðareign;100; 738
 12747;Íbúðareign;161; 722
 21303;Íbúðareign; 90; 877
 25853;Íbúðareign; 20; 969
 34077;Einbýlishús;281;1264
 41800;Íbúðareign; 20;1055
 17291;Íbúðareign; 20; 529
 21687;Íbúðareign;130;  91
 59646;Einbýlishús;280; 168
 29948;Íbúðareign;150; 894
 16348;Íbúðareign;161; 722
 18000;Íbúðareign;280; 818
 40717;Einbýlishús;130;1786
 31931;Íbúðareign; 80;1108
 24780;Íbúðareign;180;1126
 23617;Íbúðareign; 20; 571
 20000;Íbúðareign;100; 913
 14688;Íbúðareign; 91; 499
 18113;Íbúðareign; 25; 533
 24916;Íbúðareign;200; 882
 48891;Íbúðareign;280;1333
 34685;Íbúðareign; 72;1189
 20101;Íbúðareign; 72; 797
 16479;Íbúðareign;200; 848
 20907;Íbúðareign; 80; 741
 19500;Íbúðareign;200; 875
 13415;Íbúðareign;161; 577
 34632;Íbúðareign;150;1575
 26932;Íbúðareign; 80;1185
 25772;Íbúðareign;130; 107
 21819;Íbúðareign; 72; 803
 16521;Íbúðareign; 20; 448
 24490;Íbúðareign;150; 991
 61224;Einbýlishús; 75; 214
 27449;Íbúðareign; 70;1064
 46904;Íbúðareign; 70;1782
 20689;Íbúðareign;100; 824
 17928;Íbúðareign;160; 791
 62798;Íbúðareign; 20;1288
 38353;Íbúðareign; 20;  87
 22260;Íbúðareign; 72; 941
 56234;Einbýlishús;100;2893
 23728;Íbúðareign; 90; 956
 22459;Íbúðareign; 90; 643
 15372;Íbúðareign;200; 753
 11700;Íbúðareign;170; 569
 15995;Íbúðareign;150; 635
 21800;Íbúðareign;150;1102
 26700;Íbúðareign;100;1008
 56184;Íbúðareign; 20;1288
 93884;Íbúðareign; 20;1664
 72843;Íbúðareign; 20;1288
 88759;Íbúðareign; 20;1664
 31621;Íbúðareign;180;1126
 30321;Íbúðareign;180;1206
 26440;Íbúðareign; 20; 797
 31436;Íbúðareign;100; 111
 19927;Íbúðareign;100; 801
 19511;Íbúðareign; 25; 613
 19955;Íbúðareign;130; 828
 23770;Íbúðareign;110; 872
 36806;Íbúðareign; 80;1146
 38013;Íbúðareign; 90;1171
 22459;Íbúðareign; 20; 896
 24693;Íbúðareign; 72; 792
 25677;Íbúðareign;210;1076
 28368;Íbúðareign; 11; 732
 47579;Einbýlishús;150;2468
 28859;Íbúðareign; 11; 821
 27897;Íbúðareign;120;1342
 19643;Íbúðareign;130; 833
 21703;Íbúðareign; 80; 555
 24719;Íbúðareign; 20; 587
 47985;Einbýlishús;281;1846
 21333;Íbúðareign;130; 878
 19480;Íbúðareign;100; 838
109149;Einbýlishús;100;3352
 24360;Íbúðareign;100;1012
 31405;Íbúðareign;100;1279
 12539;Íbúðareign;161; 481
 54214;Einbýlishús;270;1691
 27500;Íbúðareign; 72;1064
 19518;Íbúðareign;270; 601
 50273;Einbýlishús;283;1683
 32564;Íbúðareign; 72;1089
 21222;Íbúðareign; 90; 839
 54083;Einbýlishús; 80;1349
 16255;Íbúðareign;161; 577
 24719;Íbúðareign; 20; 596
 39404;Einbýlishús;120;1249
 23500;Íbúðareign; 91;1011
 17821;Íbúðareign;170; 793
 22725;Íbúðareign;130; 928
 47690;Einbýlishús;120;1396
 20517;Íbúðareign; 80; 885
 17500;Íbúðareign;150;1313
 29875;Íbúðareign;180;1163
 15052;Íbúðareign;160; 759
 64769;Einbýlishús; 25;1044
 24500;Íbúðareign; 11; 653
 17362;Íbúðareign;160; 847
 34400;Íbúðareign; 20; 959
 22339;Íbúðareign;100;1082
 16050;Íbúðareign;170;1004
 20756;Íbúðareign;100; 979
 48407;Íbúðareign; 20;1359
 23992;Íbúðareign; 70; 961
 45500;Einbýlishús;160;2427
 54600;Íbúðareign; 20;1288
 37105;Íbúðareign; 11;1289
 15888;Íbúðareign;100; 764
 26907;Íbúðareign; 31; 914
  9496;Íbúðareign;161; 508
 23889;Íbúðareign; 72;  83
 22322;Íbúðareign;100; 762
 26880;Íbúðareign;130;1157
 30481;Íbúðareign;270;1169
 33575;Íbúðareign;100;1169
 60797;Einbýlishús; 11;1523
 23050;Íbúðareign; 80; 735
 21958;Íbúðareign;130; 859
 10855;Íbúðareign; 90; 473
 33389;Einbýlishús;100;1033
 23679;Íbúðareign; 20; 596
 25197;Íbúðareign; 90; 922
 16998;Íbúðareign; 91;  59
 20125;Íbúðareign;160;1007
 29751;Íbúðareign; 80; 959
 25449;Íbúðareign;220;1088
 16422;Íbúðareign; 72; 521
 17486;Íbúðareign;220; 765
 21654;Íbúðareign;130; 932
 15600;Íbúðareign; 20; 528
 13688;Íbúðareign;130; 553
 20660;Íbúðareign;120; 956
 24851;Íbúðareign;150;  70
 15039;Íbúðareign;161; 931
 19580;Íbúðareign;130; 797
 48923;Íbúðareign;180;1485
 15496;Íbúðareign;120; 646
 53250;Íbúðareign; 20;1285
 18244;Íbúðareign;130; 803
 30000;Einbýlishús;281; 815
 30925;Íbúðareign;284; 119
 18779;Íbúðareign;130;  88
 17988;Íbúðareign;100; 867
 19313;Íbúðareign; 90; 599
 69704;Íbúðareign; 20;1288
 85416;Íbúðareign; 20; 165
 19261;Íbúðareign;160;1214
 19342;Íbúðareign; 70; 502
 19546;Íbúðareign; 91; 854
 42387;Íbúðareign; 91;1564
 22500;Íbúðareign; 20; 852
 63773;Einbýlishús;280;3094
 24493;Íbúðareign;120;1128
 20345;Íbúðareign;130; 811
 19854;Íbúðareign; 70; 873
 38183;Íbúðareign; 20;  87
 23482;Íbúðareign;283; 992
 16293;Íbúðareign;170; 671
 13992;Íbúðareign;161; 629
 23734;Íbúðareign;100; 982
 18200;Íbúðareign;170; 776
 23710;Íbúðareign; 90; 854
 22755;Íbúðareign;160; 692
 25535;Íbúðareign;100; 988
 15691;Íbúðareign;130; 646
 18976;Íbúðareign;284; 815
 22992;Íbúðareign;100; 951
 18889;Íbúðareign; 90; 858
 31899;Einbýlishús;281;1131
 21688;Íbúðareign;150; 988
 20973;Íbúðareign; 72;  75
 37777;Íbúðareign; 85;1319
 22486;Íbúðareign;110; 878
 11083;Íbúðareign; 20; 314
 24000;Íbúðareign;130; 944
 18188;Íbúðareign; 72; 651
 18644;Íbúðareign;200;  97
 15283;Íbúðareign; 20; 488
 22961;Íbúðareign; 91; 967
 17986;Íbúðareign; 20; 636
 14825;Íbúðareign;100; 712
 18170;Íbúðareign; 91; 826
 20050;Íbúðareign; 25; 533
 22286;Íbúðareign;180; 778
 18496;Íbúðareign;130; 639
 19235;Íbúðareign; 20; 614
 17497;Íbúðareign;100; 723
 22253;Íbúðareign;100; 747
 11604;Íbúðareign;160; 409
 21000;Íbúðareign; 90; 607
 45135;Íbúðareign; 70;1603
 24689;Íbúðareign;100; 927
 15456;Íbúðareign; 90; 735
 22092;Íbúðareign;100; 768
 33464;Íbúðareign;210;1505
 15813;Íbúðareign; 20; 519
 15981;Íbúðareign; 90; 544
 24172;Íbúðareign;280; 917
 22697;Íbúðareign; 80; 922
 16491;Íbúðareign; 20; 553
 31519;Íbúðareign;283;1268
 15700;Íbúðareign;100; 597
 12156;Íbúðareign; 20; 489
 21190;Íbúðareign;100; 857
 10379;Íbúðareign; 72; 368
 22332;Íbúðareign;100; 924
 15702;Íbúðareign;283;  56
 15490;Íbúðareign;130; 601
 20995;Íbúðareign;100; 689
 27500;Íbúðareign;100;1139
 23873;Íbúðareign;270; 929
 15840;Íbúðareign; 90; 439
 17200;Íbúðareign;100; 759
 23961;Íbúðareign; 20; 749
 35604;Íbúðareign;270;1275
